,Company Name,Form Type,CIK,Date Filed,URL
3267,"ALEXION PHARMACEUTICALS, INC.",10-K,899866,20190206,http://www.sec.gov/Archives/edgar/data/899866/0000899866-19-000010-index.htm
3268,BIOGEN INC.,10-K,875045,20190206,http://www.sec.gov/Archives/edgar/data/875045/0000875045-19-000006-index.htm
3269,BTCS Inc.,10-K,1436229,20190206,http://www.sec.gov/Archives/edgar/data/1436229/0001493152-19-001464-index.htm
3270,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,10-K,925645,20190206,http://www.sec.gov/Archives/edgar/data/925645/0000925645-19-000006-index.htm
3271,COUSINS PROPERTIES INC,10-K,25232,20190206,http://www.sec.gov/Archives/edgar/data/25232/0000025232-19-000006-index.htm
3272,CSX CORP,10-K,277948,20190206,http://www.sec.gov/Archives/edgar/data/277948/0000277948-19-000011-index.htm
3273,"CULLEN/FROST BANKERS, INC.",10-K,39263,20190206,http://www.sec.gov/Archives/edgar/data/39263/0000039263-19-000009-index.htm
3274,"ENSIGN GROUP, INC",10-K,1125376,20190206,http://www.sec.gov/Archives/edgar/data/1125376/0001125376-19-000016-index.htm
3275,FASTENAL CO,10-K,815556,20190206,http://www.sec.gov/Archives/edgar/data/815556/0000815556-19-000015-index.htm
3276,General Motors Co,10-K,1467858,20190206,http://www.sec.gov/Archives/edgar/data/1467858/0001467858-19-000033-index.htm
3277,"General Motors Financial Company, Inc.",10-K,804269,20190206,http://www.sec.gov/Archives/edgar/data/804269/0000804269-19-000008-index.htm
3278,HEXCEL CORP /DE/,10-K,717605,20190206,http://www.sec.gov/Archives/edgar/data/717605/0001564590-19-002166-index.htm
3279,Sensata Technologies Holding plc,10-K,1477294,20190206,http://www.sec.gov/Archives/edgar/data/1477294/0001477294-19-000011-index.htm
3280,Snap Inc,10-K,1564408,20190206,http://www.sec.gov/Archives/edgar/data/1564408/0001564590-19-002053-index.htm
3281,"Summit Materials, Inc.",10-K,1621563,20190206,http://www.sec.gov/Archives/edgar/data/1621563/0001628280-19-001027-index.htm
3282,"Summit Materials, LLC",10-K,1571371,20190206,http://www.sec.gov/Archives/edgar/data/1571371/0001628280-19-001027-index.htm
3283,Terreno Realty Corp,10-K,1476150,20190206,http://www.sec.gov/Archives/edgar/data/1476150/0001628280-19-001026-index.htm
3284,"TransBiotec, Inc.",10-K,1425627,20190206,http://www.sec.gov/Archives/edgar/data/1425627/0001477932-19-000362-index.htm
3285,"Vaxart, Inc.",10-K,72444,20190206,http://www.sec.gov/Archives/edgar/data/72444/0001513162-19-000041-index.htm
3286,3M CO,10-K,66740,20190207,http://www.sec.gov/Archives/edgar/data/66740/0001558370-19-000470-index.htm
3287,ARROW ELECTRONICS INC,10-K,7536,20190207,http://www.sec.gov/Archives/edgar/data/7536/0001733391-19-000005-index.htm
3288,BC Partners Lending Corp,10-K,1726548,20190207,http://www.sec.gov/Archives/edgar/data/1726548/0001193125-19-030927-index.htm
3289,CNX Midstream Partners LP,10-K,1610418,20190207,http://www.sec.gov/Archives/edgar/data/1610418/0001610418-19-000022-index.htm
3290,CNX Resources Corp,10-K,1070412,20190207,http://www.sec.gov/Archives/edgar/data/1070412/0001070412-19-000024-index.htm
3291,Celanese Corp,10-K,1306830,20190207,http://www.sec.gov/Archives/edgar/data/1306830/0001306830-19-000014-index.htm
3292,DTE ENERGY CO,10-K,936340,20190207,http://www.sec.gov/Archives/edgar/data/936340/0000936340-19-000086-index.htm
3293,DTE Electric Co,10-K,28385,20190207,http://www.sec.gov/Archives/edgar/data/28385/0000936340-19-000086-index.htm
3294,ION GEOPHYSICAL CORP,10-K,866609,20190207,http://www.sec.gov/Archives/edgar/data/866609/0000866609-19-000033-index.htm
3295,"Intercontinental Exchange, Inc.",10-K,1571949,20190207,http://www.sec.gov/Archives/edgar/data/1571949/0001571949-19-000003-index.htm
3296,KIMBERLY CLARK CORP,10-K,55785,20190207,http://www.sec.gov/Archives/edgar/data/55785/0000055785-19-000013-index.htm
3297,"LegacyTexas Financial Group, Inc.",10-K,1487052,20190207,http://www.sec.gov/Archives/edgar/data/1487052/0001487052-19-000013-index.htm
3298,MASCO CORP /DE/,10-K,62996,20190207,http://www.sec.gov/Archives/edgar/data/62996/0000062996-19-000011-index.htm
3299,PC CONNECTION INC,10-K,1050377,20190207,http://www.sec.gov/Archives/edgar/data/1050377/0001558370-19-000459-index.htm
3300,"PayPal Holdings, Inc.",10-K,1633917,20190207,http://www.sec.gov/Archives/edgar/data/1633917/0001633917-19-000043-index.htm
3301,Philip Morris International Inc.,10-K,1413329,20190207,http://www.sec.gov/Archives/edgar/data/1413329/0001413329-19-000007-index.htm
3302,REGENERON PHARMACEUTICALS INC,10-K,872589,20190207,http://www.sec.gov/Archives/edgar/data/872589/0001532176-19-000009-index.htm
3303,RENAISSANCERE HOLDINGS LTD,10-K,913144,20190207,http://www.sec.gov/Archives/edgar/data/913144/0000913144-19-000010-index.htm
3304,SEATTLE GENETICS INC /WA,10-K,1060736,20190207,http://www.sec.gov/Archives/edgar/data/1060736/0001060736-19-000010-index.htm
3305,STRYKER CORP,10-K,310764,20190207,http://www.sec.gov/Archives/edgar/data/310764/0000310764-19-000014-index.htm
3306,"T-Mobile US, Inc.",10-K,1283699,20190207,http://www.sec.gov/Archives/edgar/data/1283699/0001283699-19-000015-index.htm
3307,ULTRALIFE CORP,10-K,875657,20190207,http://www.sec.gov/Archives/edgar/data/875657/0001437749-19-001995-index.htm
3308,UNITED TECHNOLOGIES CORP /DE/,10-K,101829,20190207,http://www.sec.gov/Archives/edgar/data/101829/0000101829-19-000007-index.htm
3309,"Verb Technology Company, Inc.",10-K,1566610,20190207,http://www.sec.gov/Archives/edgar/data/1566610/0001493152-19-001508-index.htm
3310,WORLD WRESTLING ENTERTAINMENTINC,10-K,1091907,20190207,http://www.sec.gov/Archives/edgar/data/1091907/0001091907-19-000016-index.htm
3311,"ACI WORLDWIDE, INC.",10-K,935036,20190301,http://www.sec.gov/Archives/edgar/data/935036/0001193125-19-058622-index.htm
3312,AERIE PHARMACEUTICALS INC,10-K,1337553,20190301,http://www.sec.gov/Archives/edgar/data/1337553/0001628280-19-002369-index.htm
3313,"AEROHIVE NETWORKS, INC",10-K,1372414,20190301,http://www.sec.gov/Archives/edgar/data/1372414/0001372414-19-000010-index.htm
3314,AGCO CORP /DE,10-K,880266,20190301,http://www.sec.gov/Archives/edgar/data/880266/0000880266-19-000009-index.htm
3315,"AKCEA THERAPEUTICS, INC.",10-K,1662524,20190301,http://www.sec.gov/Archives/edgar/data/1662524/0001564590-19-005745-index.htm
3316,AKORN INC,10-K,3116,20190301,http://www.sec.gov/Archives/edgar/data/3116/0001628280-19-002359-index.htm
3317,ALAMO GROUP INC,10-K,897077,20190301,http://www.sec.gov/Archives/edgar/data/897077/0000897077-19-000012-index.htm
3318,ALBANY INTERNATIONAL CORP /DE/ NT,10-K,819793,20190301,http://www.sec.gov/Archives/edgar/data/819793/0000903423-19-000140-index.htm
3319,AMAG PHARMACEUTICALS INC.,10-K,792977,20190301,http://www.sec.gov/Archives/edgar/data/792977/0000792977-19-000036-index.htm
3320,"AMC ENTERTAINMENT HOLDINGS, INC.",10-K,1411579,20190301,http://www.sec.gov/Archives/edgar/data/1411579/0001411579-19-000013-index.htm
3321,AMC Networks Inc.,10-K,1514991,20190301,http://www.sec.gov/Archives/edgar/data/1514991/0001514991-19-000007-index.htm
3322,AMERICAN EXPRESS CREDIT CORP,10-K,4969,20190301,http://www.sec.gov/Archives/edgar/data/4969/0000004969-19-000006-index.htm
3323,ANGI Homeservices Inc.,10-K,1705110,20190301,http://www.sec.gov/Archives/edgar/data/1705110/0001705110-19-000002-index.htm
3324,APACHE CORP,10-K,6769,20190301,http://www.sec.gov/Archives/edgar/data/6769/0001733037-19-000004-index.htm
3325,APACHE OFFSHORE INVESTMENT PARTNERSHIP,10-K,727538,20190301,http://www.sec.gov/Archives/edgar/data/727538/0001673379-19-000009-index.htm
3326,ARRIS International plc,10-K,1645494,20190301,http://www.sec.gov/Archives/edgar/data/1645494/0001144204-19-011641-index.htm
3327,ASGN Inc,10-K,890564,20190301,http://www.sec.gov/Archives/edgar/data/890564/0000890564-19-000019-index.htm
3328,ASHFORD HOSPITALITY TRUST INC,10-K,1232582,20190301,http://www.sec.gov/Archives/edgar/data/1232582/0001232582-19-000016-index.htm
3329,ASSURED GUARANTY LTD,10-K,1273813,20190301,http://www.sec.gov/Archives/edgar/data/1273813/0001273813-19-000004-index.htm
3330,ASTEC INDUSTRIES INC NT,10-K,792987,20190301,http://www.sec.gov/Archives/edgar/data/792987/0000792987-19-000012-index.htm
3331,ASTRONICS CORP,10-K,8063,20190301,http://www.sec.gov/Archives/edgar/data/8063/0000008063-19-000009-index.htm
3332,Aberdeen Standard Precious Metals Basket ETF Trust,10-K,1483386,20190301,http://www.sec.gov/Archives/edgar/data/1483386/0001483386-19-000002-index.htm
3333,Aberdeen Standard Silver ETF Trust,10-K,1450922,20190301,http://www.sec.gov/Archives/edgar/data/1450922/0001450922-19-000002-index.htm
3334,"Acadia Healthcare Company, Inc.",10-K,1520697,20190301,http://www.sec.gov/Archives/edgar/data/1520697/0001564590-19-005750-index.htm
3335,"Accelerate Diagnostics, Inc",10-K,727207,20190301,http://www.sec.gov/Archives/edgar/data/727207/0001628280-19-002318-index.htm
3336,Aegion Corp,10-K,353020,20190301,http://www.sec.gov/Archives/edgar/data/353020/0000353020-19-000002-index.htm
3337,"Air Transport Services Group, Inc.",10-K,894081,20190301,http://www.sec.gov/Archives/edgar/data/894081/0000894081-19-000040-index.htm
3338,"Alarm.com Holdings, Inc.",10-K,1459200,20190301,http://www.sec.gov/Archives/edgar/data/1459200/0001459200-19-000007-index.htm
3339,Altair Engineering Inc.,10-K,1701732,20190301,http://www.sec.gov/Archives/edgar/data/1701732/0001564590-19-005799-index.htm
3340,"Alteryx, Inc.",10-K,1689923,20190301,http://www.sec.gov/Archives/edgar/data/1689923/0001689923-19-000006-index.htm
3341,"Altice USA, Inc.",10-K,1702780,20190301,http://www.sec.gov/Archives/edgar/data/1702780/0001628280-19-002370-index.htm
3342,Altra Industrial Motion Corp.,10-K,1374535,20190301,http://www.sec.gov/Archives/edgar/data/1374535/0001564590-19-005841-index.htm
3343,Altus Midstream Co,10-K,1692787,20190301,http://www.sec.gov/Archives/edgar/data/1692787/0001673379-19-000012-index.htm
3344,Ameris Bancorp,10-K,351569,20190301,http://www.sec.gov/Archives/edgar/data/351569/0000351569-19-000006-index.htm
3345,"Amneal Pharmaceuticals, Inc.",10-K,1723128,20190301,http://www.sec.gov/Archives/edgar/data/1723128/0001723128-19-000028-index.htm
3346,Apollo Global Management LLC,10-K,1411494,20190301,http://www.sec.gov/Archives/edgar/data/1411494/0001411494-19-000016-index.htm
3347,"AtriCure, Inc.",10-K,1323885,20190301,http://www.sec.gov/Archives/edgar/data/1323885/0001323885-19-000009-index.htm
3348,"Audentes Therapeutics, Inc.",10-K,1628738,20190301,http://www.sec.gov/Archives/edgar/data/1628738/0001564590-19-005838-index.htm
3349,"Avangrid, Inc.",10-K,1634997,20190301,http://www.sec.gov/Archives/edgar/data/1634997/0001634997-19-000009-index.htm
3350,"Avant Diagnostics, Inc",10-K,1451929,20190301,http://www.sec.gov/Archives/edgar/data/1451929/0001493152-19-002736-index.htm
3351,"BANC OF CALIFORNIA, INC.",10-K,1169770,20190301,http://www.sec.gov/Archives/edgar/data/1169770/0001169770-19-000005-index.htm
3352,BANK OF HAWAII CORP,10-K,46195,20190301,http://www.sec.gov/Archives/edgar/data/46195/0000046195-19-000042-index.htm
3353,BERKSHIRE HILLS BANCORP INC,10-K,1108134,20190301,http://www.sec.gov/Archives/edgar/data/1108134/0001108134-19-000002-index.htm
3354,"BGC Partners, Inc.",10-K,1094831,20190301,http://www.sec.gov/Archives/edgar/data/1094831/0001564590-19-005654-index.htm
3355,"BLUCORA, INC.",10-K,1068875,20190301,http://www.sec.gov/Archives/edgar/data/1068875/0001068875-19-000011-index.htm
3356,BOINGO WIRELESS INC,10-K,1169988,20190301,http://www.sec.gov/Archives/edgar/data/1169988/0001047469-19-000834-index.htm
3357,BOK FINANCIAL CORP ET AL,10-K,875357,20190301,http://www.sec.gov/Archives/edgar/data/875357/0000875357-19-000011-index.htm
3358,BOYD GAMING CORP,10-K,906553,20190301,http://www.sec.gov/Archives/edgar/data/906553/0000906553-19-000009-index.htm
3359,BP PRUDHOE BAY ROYALTY TRUST,10-K,850033,20190301,http://www.sec.gov/Archives/edgar/data/850033/0001193125-19-061205-index.htm
3360,BRUKER CORP,10-K,1109354,20190301,http://www.sec.gov/Archives/edgar/data/1109354/0001047469-19-000839-index.htm
3361,BRYN MAWR BANK CORP,10-K,802681,20190301,http://www.sec.gov/Archives/edgar/data/802681/0000802681-19-000068-index.htm
3362,Blackstone Group L.P.,10-K,1393818,20190301,http://www.sec.gov/Archives/edgar/data/1393818/0001193125-19-061011-index.htm
3363,Blue Capital Reinsurance Holdings Ltd.,10-K,1582086,20190301,http://www.sec.gov/Archives/edgar/data/1582086/0001582086-19-000006-index.htm
3364,Brookfield Property REIT Inc.,10-K,1496048,20190301,http://www.sec.gov/Archives/edgar/data/1496048/0001496048-19-000003-index.htm
3365,"Builders FirstSource, Inc.",10-K,1316835,20190301,http://www.sec.gov/Archives/edgar/data/1316835/0001564590-19-005770-index.htm
3366,"CALIX, INC",10-K,1406666,20190301,http://www.sec.gov/Archives/edgar/data/1406666/0001406666-19-000029-index.htm
3367,CALLAWAY GOLF CO,10-K,837465,20190301,http://www.sec.gov/Archives/edgar/data/837465/0000837465-19-000002-index.htm
3368,CAPITAL SENIOR LIVING CORP,10-K,1043000,20190301,http://www.sec.gov/Archives/edgar/data/1043000/0001564590-19-005842-index.htm
3369,CAROLINA FINANCIAL CORP,10-K,870385,20190301,http://www.sec.gov/Archives/edgar/data/870385/0001552781-19-000072-index.htm
3370,CARRIZO OIL & GAS INC,10-K,1040593,20190301,http://www.sec.gov/Archives/edgar/data/1040593/0001040593-19-000009-index.htm
3371,CASS INFORMATION SYSTEMS INC,10-K,708781,20190301,http://www.sec.gov/Archives/edgar/data/708781/0001206774-19-000648-index.htm
3372,"CASTLIGHT HEALTH, INC.",10-K,1433714,20190301,http://www.sec.gov/Archives/edgar/data/1433714/0001433714-19-000009-index.htm
3373,CBL & ASSOCIATES LIMITED PARTNERSHIP,10-K,915140,20190301,http://www.sec.gov/Archives/edgar/data/915140/0000910612-19-000023-index.htm
3374,CBL & ASSOCIATES PROPERTIES INC,10-K,910612,20190301,http://www.sec.gov/Archives/edgar/data/910612/0000910612-19-000023-index.htm
3375,"CBRE GROUP, INC.",10-K,1138118,20190301,http://www.sec.gov/Archives/edgar/data/1138118/0001564590-19-005666-index.htm
3376,CIRCOR INTERNATIONAL INC,10-K,1091883,20190301,http://www.sec.gov/Archives/edgar/data/1091883/0001091883-19-000008-index.htm
3377,CISION LTD.,10-K,1701040,20190301,http://www.sec.gov/Archives/edgar/data/1701040/0001144204-19-011638-index.htm
3378,CITY HOLDING CO NT,10-K,726854,20190301,http://www.sec.gov/Archives/edgar/data/726854/0000726854-19-000043-index.htm
3379,CNH Industrial Capital LLC,10-K,1552493,20190301,http://www.sec.gov/Archives/edgar/data/1552493/0001558370-19-001418-index.htm
3380,CODEXIS INC,10-K,1200375,20190301,http://www.sec.gov/Archives/edgar/data/1200375/0001200375-19-000005-index.htm
3381,COHEN & STEERS INC,10-K,1284812,20190301,http://www.sec.gov/Archives/edgar/data/1284812/0001284812-19-000102-index.htm
3382,"COMMUNITY BANK SYSTEM, INC.",10-K,723188,20190301,http://www.sec.gov/Archives/edgar/data/723188/0001140361-19-004202-index.htm
3383,COMPASS MINERALS INTERNATIONAL INC,10-K,1227654,20190301,http://www.sec.gov/Archives/edgar/data/1227654/0001227654-19-000037-index.htm
3384,"COMSCORE, INC.",10-K,1158172,20190301,http://www.sec.gov/Archives/edgar/data/1158172/0001158172-19-000017-index.htm
3385,COMSTOCK RESOURCES INC,10-K,23194,20190301,http://www.sec.gov/Archives/edgar/data/23194/0001564590-19-005805-index.htm
3386,CROSS COUNTRY HEALTHCARE INC,10-K,1141103,20190301,http://www.sec.gov/Archives/edgar/data/1141103/0001628280-19-002315-index.htm
3387,CVB FINANCIAL CORP,10-K,354647,20190301,http://www.sec.gov/Archives/edgar/data/354647/0001193125-19-060523-index.htm
3388,Cadence Bancorporation,10-K,1614184,20190301,http://www.sec.gov/Archives/edgar/data/1614184/0001564590-19-005802-index.htm
3389,"CatchMark Timber Trust, Inc.",10-K,1341141,20190301,http://www.sec.gov/Archives/edgar/data/1341141/0001341141-19-000018-index.htm
3390,Celcuity Inc.,10-K,1603454,20190301,http://www.sec.gov/Archives/edgar/data/1603454/0001144204-19-011631-index.htm
3391,Century Cobalt Corp. NT,10-K,1456802,20190301,http://www.sec.gov/Archives/edgar/data/1456802/0001165527-19-000018-index.htm
3392,"Chefs' Warehouse, Inc.",10-K,1517175,20190301,http://www.sec.gov/Archives/edgar/data/1517175/0001517175-19-000003-index.htm
3393,Clearway Energy LLC,10-K,1637757,20190301,http://www.sec.gov/Archives/edgar/data/1637757/0001637757-19-000002-index.htm
3394,"Colony Capital, Inc.",10-K,1679688,20190301,http://www.sec.gov/Archives/edgar/data/1679688/0001679688-19-000015-index.htm
3395,"Colony Credit Real Estate, Inc.",10-K,1717547,20190301,http://www.sec.gov/Archives/edgar/data/1717547/0001717547-19-000003-index.htm
3396,"Core-Mark Holding Company, Inc.",10-K,1318084,20190301,http://www.sec.gov/Archives/edgar/data/1318084/0001318084-19-000011-index.htm
3397,Criteo S.A.,10-K,1576427,20190301,http://www.sec.gov/Archives/edgar/data/1576427/0001576427-19-000014-index.htm
3398,"Customers Bancorp, Inc.",10-K,1488813,20190301,http://www.sec.gov/Archives/edgar/data/1488813/0001488813-19-000009-index.htm
3399,DENBURY RESOURCES INC,10-K,945764,20190301,http://www.sec.gov/Archives/edgar/data/945764/0000945764-19-000021-index.htm
3400,DENTSPLY SIRONA Inc. NT,10-K,818479,20190301,http://www.sec.gov/Archives/edgar/data/818479/0000818479-19-000006-index.htm
3401,"DIEBOLD NIXDORF, Inc",10-K,28823,20190301,http://www.sec.gov/Archives/edgar/data/28823/0000028823-19-000069-index.htm
3402,DIGIRAD CORP,10-K,707388,20190301,http://www.sec.gov/Archives/edgar/data/707388/0000707388-19-000006-index.htm
3403,DOVER MOTORSPORTS INC,10-K,1017673,20190301,http://www.sec.gov/Archives/edgar/data/1017673/0001104659-19-011995-index.htm
3404,"Daniels Corporate Advisory Company, Inc. NT",10-K,1498291,20190301,http://www.sec.gov/Archives/edgar/data/1498291/0001552781-19-000069-index.htm
3405,"Delek Logistics Partners, LP",10-K,1552797,20190301,http://www.sec.gov/Archives/edgar/data/1552797/0001552797-19-000011-index.htm
3406,"Delek US Holdings, Inc.",10-K,1694426,20190301,http://www.sec.gov/Archives/edgar/data/1694426/0001694426-19-000021-index.htm
3407,"Discovery, Inc.",10-K,1437107,20190301,http://www.sec.gov/Archives/edgar/data/1437107/0001437107-19-000013-index.htm
3408,E.W. SCRIPPS Co,10-K,832428,20190301,http://www.sec.gov/Archives/edgar/data/832428/0000832428-19-000007-index.htm
3409,EAGLE BANCORP INC,10-K,1050441,20190301,http://www.sec.gov/Archives/edgar/data/1050441/0001387131-19-001635-index.htm
3410,EBIX INC,10-K,814549,20190301,http://www.sec.gov/Archives/edgar/data/814549/0000814549-19-000017-index.htm
3411,ECOLAB INC.,10-K,31462,20190301,http://www.sec.gov/Archives/edgar/data/31462/0001558370-19-001379-index.htm
3412,ELECTRONIC SYSTEMS TECHNOLOGY INC,10-K,752294,20190301,http://www.sec.gov/Archives/edgar/data/752294/0001052918-19-000044-index.htm
3413,ELLIE MAE INC,10-K,1122388,20190301,http://www.sec.gov/Archives/edgar/data/1122388/0001122388-19-000013-index.htm
3414,ENTERPRISE PRODUCTS PARTNERS L P,10-K,1061219,20190301,http://www.sec.gov/Archives/edgar/data/1061219/0001061219-19-000007-index.htm
3415,"ENVESTNET, INC.",10-K,1337619,20190301,http://www.sec.gov/Archives/edgar/data/1337619/0001628280-19-002344-index.htm
3416,"EVERBRIDGE, INC.",10-K,1437352,20190301,http://www.sec.gov/Archives/edgar/data/1437352/0001564590-19-005821-index.htm
3417,EVEREST RE GROUP LTD,10-K,1095073,20190301,http://www.sec.gov/Archives/edgar/data/1095073/0001095073-19-000011-index.htm
3418,EYEGATE PHARMACEUTICALS INC,10-K,1372514,20190301,http://www.sec.gov/Archives/edgar/data/1372514/0001144204-19-011634-index.htm
3419,"Editas Medicine, Inc.",10-K,1650664,20190301,http://www.sec.gov/Archives/edgar/data/1650664/0001558370-19-001364-index.htm
3420,"Eldorado Resorts, Inc.",10-K,1590895,20190301,http://www.sec.gov/Archives/edgar/data/1590895/0001564590-19-005640-index.htm
3421,Enstar Group LTD,10-K,1363829,20190301,http://www.sec.gov/Archives/edgar/data/1363829/0001363829-19-000023-index.htm
3422,"Evofem Biosciences, Inc.",10-K,1618835,20190301,http://www.sec.gov/Archives/edgar/data/1618835/0001618835-19-000031-index.htm
3423,"Exeo Entertainment, Inc. NT",10-K,1528760,20190301,http://www.sec.gov/Archives/edgar/data/1528760/0001654954-19-002118-index.htm
3424,FGL Holdings,10-K,1668428,20190301,http://www.sec.gov/Archives/edgar/data/1668428/0001668428-19-000032-index.htm
3425,FIFTH THIRD BANCORP,10-K,35527,20190301,http://www.sec.gov/Archives/edgar/data/35527/0001193125-19-059441-index.htm
3426,FIRST BANCORP /NC/,10-K,811589,20190301,http://www.sec.gov/Archives/edgar/data/811589/0001174947-19-000284-index.htm
3427,FIRST BANCORP /PR/,10-K,1057706,20190301,http://www.sec.gov/Archives/edgar/data/1057706/0001057706-19-000003-index.htm
3428,FIRST COMMONWEALTH FINANCIAL CORP /PA/,10-K,712537,20190301,http://www.sec.gov/Archives/edgar/data/712537/0000712537-19-000008-index.htm
3429,FIRST COMMUNITY BANKSHARES INC /VA/,10-K,859070,20190301,http://www.sec.gov/Archives/edgar/data/859070/0001437749-19-003797-index.htm
3430,FIRST MIDWEST BANCORP INC,10-K,702325,20190301,http://www.sec.gov/Archives/edgar/data/702325/0000702325-19-000020-index.htm
3431,FITBIT INC,10-K,1447599,20190301,http://www.sec.gov/Archives/edgar/data/1447599/0001628280-19-002374-index.htm
3432,FLEETCOR TECHNOLOGIES INC,10-K,1175454,20190301,http://www.sec.gov/Archives/edgar/data/1175454/0001175454-19-000004-index.htm
3433,FLUSHING FINANCIAL CORP,10-K,923139,20190301,http://www.sec.gov/Archives/edgar/data/923139/0001171843-19-001423-index.htm
3434,"FORESCOUT TECHNOLOGIES, INC",10-K,1145057,20190301,http://www.sec.gov/Archives/edgar/data/1145057/0001145057-19-000011-index.htm
3435,FRONTIER COMMUNICATIONS CORP,10-K,20520,20190301,http://www.sec.gov/Archives/edgar/data/20520/0000020520-19-000005-index.htm
3436,FULTON FINANCIAL CORP,10-K,700564,20190301,http://www.sec.gov/Archives/edgar/data/700564/0000700564-19-000012-index.htm
3437,FelCor Lodging LP,10-K,1048789,20190301,http://www.sec.gov/Archives/edgar/data/1048789/0001715629-19-000003-index.htm
3438,First Foundation Inc.,10-K,1413837,20190301,http://www.sec.gov/Archives/edgar/data/1413837/0001564590-19-005831-index.htm
3439,"GERMAN AMERICAN BANCORP, INC.",10-K,714395,20190301,http://www.sec.gov/Archives/edgar/data/714395/0000714395-19-000010-index.htm
3440,GREENHILL & CO INC,10-K,1282977,20190301,http://www.sec.gov/Archives/edgar/data/1282977/0001282977-19-000005-index.htm
3441,"GTT Communications, Inc.",10-K,1315255,20190301,http://www.sec.gov/Archives/edgar/data/1315255/0001315255-19-000058-index.htm
3442,GULF ISLAND FABRICATION INC,10-K,1031623,20190301,http://www.sec.gov/Archives/edgar/data/1031623/0001031623-19-000008-index.htm
3443,Garrett Motion Inc.,10-K,1735707,20190301,http://www.sec.gov/Archives/edgar/data/1735707/0001564590-19-005824-index.htm
3444,Genpact LTD,10-K,1398659,20190301,http://www.sec.gov/Archives/edgar/data/1398659/0001564590-19-005767-index.htm
3445,Goldman Sachs Middle Market Lending Corp.,10-K,1683074,20190301,http://www.sec.gov/Archives/edgar/data/1683074/0001193125-19-060316-index.htm
3446,Green Planet Bio Engineering Co. Ltd.,10-K,1392449,20190301,http://www.sec.gov/Archives/edgar/data/1392449/0001654954-19-002154-index.htm
3447,HANCOCK WHITNEY CORP,10-K,750577,20190301,http://www.sec.gov/Archives/edgar/data/750577/0000750577-19-000004-index.htm
3448,HANMI FINANCIAL CORP,10-K,1109242,20190301,http://www.sec.gov/Archives/edgar/data/1109242/0001628280-19-002348-index.htm
3449,HARMONIC INC,10-K,851310,20190301,http://www.sec.gov/Archives/edgar/data/851310/0000851310-19-000008-index.htm
3450,HERITAGE FINANCIAL CORP /WA/,10-K,1046025,20190301,http://www.sec.gov/Archives/edgar/data/1046025/0001046025-19-000013-index.htm
3451,HOPE BANCORP INC,10-K,1128361,20190301,http://www.sec.gov/Archives/edgar/data/1128361/0001128361-19-000006-index.htm
3452,HORACE MANN EDUCATORS CORP /DE/,10-K,850141,20190301,http://www.sec.gov/Archives/edgar/data/850141/0001628280-19-002351-index.htm
3453,"Habit Restaurants, Inc.",10-K,1617977,20190301,http://www.sec.gov/Archives/edgar/data/1617977/0001564590-19-005749-index.htm
3454,"Hub Group, Inc.",10-K,940942,20190301,http://www.sec.gov/Archives/edgar/data/940942/0001564590-19-005778-index.htm
3455,IAC/INTERACTIVECORP,10-K,891103,20190301,http://www.sec.gov/Archives/edgar/data/891103/0000891103-19-000006-index.htm
3456,ICAHN ENTERPRISES HOLDINGS L.P.,10-K,1034563,20190301,http://www.sec.gov/Archives/edgar/data/1034563/0000813762-19-000006-index.htm
3457,ICAHN ENTERPRISES L.P.,10-K,813762,20190301,http://www.sec.gov/Archives/edgar/data/813762/0000813762-19-000006-index.htm
3458,ICU MEDICAL INC/DE,10-K,883984,20190301,http://www.sec.gov/Archives/edgar/data/883984/0000883984-19-000007-index.htm
3459,IKONICS CORP,10-K,1083301,20190301,http://www.sec.gov/Archives/edgar/data/1083301/0001437749-19-003743-index.htm
3460,IMMUNOGEN INC,10-K,855654,20190301,http://www.sec.gov/Archives/edgar/data/855654/0001558370-19-001432-index.htm
3461,INTER PARFUMS INC,10-K,822663,20190301,http://www.sec.gov/Archives/edgar/data/822663/0001615774-19-003459-index.htm
3462,"INTERCEPT PHARMACEUTICALS, INC.",10-K,1270073,20190301,http://www.sec.gov/Archives/edgar/data/1270073/0001144204-19-011650-index.htm
3463,INTREXON CORP,10-K,1356090,20190301,http://www.sec.gov/Archives/edgar/data/1356090/0001356090-19-000004-index.htm
3464,"INVESTMENT TECHNOLOGY GROUP, INC. NT",10-K,920424,20190301,http://www.sec.gov/Archives/edgar/data/920424/0001104659-19-011730-index.htm
3465,IONIS PHARMACEUTICALS INC,10-K,874015,20190301,http://www.sec.gov/Archives/edgar/data/874015/0000874015-19-000045-index.htm
3466,"Independence Contract Drilling, Inc.",10-K,1537028,20190301,http://www.sec.gov/Archives/edgar/data/1537028/0001537028-19-000025-index.htm
3467,"Investors Bancorp, Inc.",10-K,1594012,20190301,http://www.sec.gov/Archives/edgar/data/1594012/0001594012-19-000026-index.htm
3468,"J2 GLOBAL, INC.",10-K,1084048,20190301,http://www.sec.gov/Archives/edgar/data/1084048/0001084048-19-000002-index.htm
3469,"JELD-WEN Holding, Inc.",10-K,1674335,20190301,http://www.sec.gov/Archives/edgar/data/1674335/0001674335-19-000023-index.htm
3470,"Jernigan Capital, Inc.",10-K,1622353,20190301,http://www.sec.gov/Archives/edgar/data/1622353/0001622353-19-000007-index.htm
