,Unnamed: 0,Company Name,Form Type,CIK,Date Filed,URL,EX21
3081,3081,"Bancorp 34, Inc.",10-K,1668340,20190219,http://www.sec.gov/Archives/edgar/data/1668340/0001437749-19-002871-index.htm,/Archives/edgar/data/1668340/000143774919002871/ex_134038.htm
3082,3082,CENTENE CORP,10-K,1071739,20190219,http://www.sec.gov/Archives/edgar/data/1071739/0001071739-19-000032-index.htm,/Archives/edgar/data/1071739/000107173919000032/exhibit21q42018.htm
3083,3083,COGNIZANT TECHNOLOGY SOLUTIONS CORP,10-K,1058290,20190219,http://www.sec.gov/Archives/edgar/data/1058290/0001058290-19-000009-index.htm,/Archives/edgar/data/1058290/000105829019000009/ctshexhibit21112312018.htm
3084,3084,CONOCOPHILLIPS,10-K,1163165,20190219,http://www.sec.gov/Archives/edgar/data/1163165/0001193125-19-043841-index.htm,/Archives/edgar/data/1163165/000119312519043841/d636257dex21.htm
3085,3085,"CONTINENTAL RESOURCES, INC",10-K,732834,20190219,http://www.sec.gov/Archives/edgar/data/732834/0000732834-19-000002-index.htm,/Archives/edgar/data/732834/000073283419000002/clr201810k-ex21.htm
3086,3086,COOPER TIRE & RUBBER CO,10-K,24491,20190219,http://www.sec.gov/Archives/edgar/data/24491/0000024491-19-000012-index.htm,/Archives/edgar/data/24491/000002449119000012/a2018123110kexhibit21.htm
3087,3087,COVANTA HOLDING CORP,10-K,225648,20190219,http://www.sec.gov/Archives/edgar/data/225648/0000225648-19-000009-index.htm,/Archives/edgar/data/225648/000022564819000009/ex211-123118.htm
3089,3089,"Emerald Expositions Events, Inc.",10-K,1579214,20190219,http://www.sec.gov/Archives/edgar/data/1579214/0001564590-19-003200-index.htm,/Archives/edgar/data/1579214/000156459019003200/eex-ex211_6.htm
3090,3090,"Enable Midstream Partners, LP",10-K,1591763,20190219,http://www.sec.gov/Archives/edgar/data/1591763/0001591763-19-000006-index.htm,/Archives/edgar/data/1591763/000159176319000006/enbl201810-kxex211.htm
3091,3091,Essent Group Ltd.,10-K,1448893,20190219,http://www.sec.gov/Archives/edgar/data/1448893/0001448893-19-000015-index.htm,/Archives/edgar/data/1448893/000144889319000015/a123118ex211.htm
3092,3092,FIRST FINANCIAL BANKSHARES INC,10-K,36029,20190219,http://www.sec.gov/Archives/edgar/data/36029/0001193125-19-043555-index.htm,/Archives/edgar/data/36029/000119312519043555/d683596dex211.htm
3093,3093,FIRSTENERGY CORP,10-K,1031296,20190219,http://www.sec.gov/Archives/edgar/data/1031296/0001031296-19-000010-index.htm,/Archives/edgar/data/1031296/000103129619000010/fe-12312018xex21.htm
3094,3094,FRESH DEL MONTE PRODUCE INC,10-K,1047340,20190219,http://www.sec.gov/Archives/edgar/data/1047340/0001047340-19-000023-index.htm,/Archives/edgar/data/1047340/000104734019000023/fdp-122818xex211.htm
3095,3095,"Fidelity National Financial, Inc.",10-K,1331875,20190219,http://www.sec.gov/Archives/edgar/data/1331875/0001331875-19-000010-index.htm,/Archives/edgar/data/1331875/000133187519000010/exhibit2112018.htm
3096,3096,GRACO INC,10-K,42888,20190219,http://www.sec.gov/Archives/edgar/data/42888/0000042888-19-000011-index.htm,/Archives/edgar/data/42888/000004288819000011/ggg12282018exhibit21.htm
3097,3097,GROUP 1 AUTOMOTIVE INC,10-K,1031203,20190219,http://www.sec.gov/Archives/edgar/data/1031203/0001031203-19-000007-index.htm,/Archives/edgar/data/1031203/000103120319000007/exhibit211-subsidiariesofg.htm
3098,3098,"HEALTHCARE TRUST OF AMERICA, INC.",10-K,1360604,20190219,http://www.sec.gov/Archives/edgar/data/1360604/0001360604-19-000023-index.htm,/Archives/edgar/data/1360604/000136060419000023/a20181231ex211.htm
3099,3099,HERBALIFE NUTRITION LTD.,10-K,1180262,20190219,http://www.sec.gov/Archives/edgar/data/1180262/0001564590-19-003287-index.htm,/Archives/edgar/data/1180262/000156459019003287/hlf-ex211_11.htm
3101,3101,"Healthcare Trust of America Holdings, LP",10-K,1495491,20190219,http://www.sec.gov/Archives/edgar/data/1495491/0001360604-19-000023-index.htm,/Archives/edgar/data/1360604/000136060419000023/a20181231ex211.htm
3102,3102,"Hudson Pacific Properties, Inc.",10-K,1482512,20190219,http://www.sec.gov/Archives/edgar/data/1482512/0001482512-19-000031-index.htm,/Archives/edgar/data/1482512/000148251219000031/a201810kex211listofsub.htm
3103,3103,"Hudson Pacific Properties, L.P.",10-K,1496264,20190219,http://www.sec.gov/Archives/edgar/data/1496264/0001482512-19-000031-index.htm,/Archives/edgar/data/1482512/000148251219000031/a201810kex211listofsub.htm
3104,3104,IQVIA HOLDINGS INC.,10-K,1478242,20190219,http://www.sec.gov/Archives/edgar/data/1478242/0001564590-19-003180-index.htm,/Archives/edgar/data/1478242/000156459019003180/iqv-ex211_59.htm
3105,3105,"Innoviva, Inc.",10-K,1080014,20190219,http://www.sec.gov/Archives/edgar/data/1080014/0001047469-19-000541-index.htm,/Archives/edgar/data/1080014/000104746919000541/a2237693zex-21_1.htm
3107,3107,Kinder Morgan Canada Ltd,10-K,1714973,20190219,http://www.sec.gov/Archives/edgar/data/1714973/0001714973-19-000013-index.htm,/Archives/edgar/data/1714973/000171497319000013/kml-2018x10kxexh211.htm
3108,3108,Knowles Corp,10-K,1587523,20190219,http://www.sec.gov/Archives/edgar/data/1587523/0001587523-19-000004-index.htm,/Archives/edgar/data/1587523/000158752319000004/a20181231exhibit211.htm
3109,3109,LENNOX INTERNATIONAL INC,10-K,1069202,20190219,http://www.sec.gov/Archives/edgar/data/1069202/0001069202-19-000008-index.htm,/Archives/edgar/data/1069202/000106920219000008/lii-ex211_20181231x10kss1.htm
3110,3110,LILLY ELI & CO,10-K,59478,20190219,http://www.sec.gov/Archives/edgar/data/59478/0000059478-19-000082-index.htm,/Archives/edgar/data/59478/000005947819000082/lly-20181231x10kexhibit21.htm
3111,3111,"LSC Communications, Inc.",10-K,1669812,20190219,http://www.sec.gov/Archives/edgar/data/1669812/0001564590-19-003292-index.htm,/Archives/edgar/data/1669812/000156459019003292/lksd-ex211_469.htm
3112,3112,"Leidos Holdings, Inc.",10-K,1336920,20190219,http://www.sec.gov/Archives/edgar/data/1336920/0001336920-19-000004-index.htm,/Archives/edgar/data/1336920/000133692019000004/ldos12282018ex21.htm
3113,3113,MARTIN MIDSTREAM PARTNERS LP,10-K,1176334,20190219,http://www.sec.gov/Archives/edgar/data/1176334/0001176334-19-000019-index.htm,/Archives/edgar/data/1176334/000117633419000019/exhibit211-subsidiarie.htm
3114,3114,MOLINA HEALTHCARE INC,10-K,1179929,20190219,http://www.sec.gov/Archives/edgar/data/1179929/0001179929-19-000032-index.htm,/Archives/edgar/data/1179929/000117992919000032/moh-12312018xex211.htm
3115,3115,Murphy USA Inc.,10-K,1573516,20190219,http://www.sec.gov/Archives/edgar/data/1573516/0001573516-19-000012-index.htm,/Archives/edgar/data/1573516/000157351619000012/exh212018listofsubsidiaires.htm
3116,3116,NATIONAL HEALTH INVESTORS INC,10-K,877860,20190219,http://www.sec.gov/Archives/edgar/data/877860/0000877860-19-000006-index.htm,/Archives/edgar/data/877860/000087786019000006/nhi-12312018x10kex21.htm
3117,3117,NEWMARKET CORP,10-K,1282637,20190219,http://www.sec.gov/Archives/edgar/data/1282637/0001282637-19-000006-index.htm,/Archives/edgar/data/1282637/000128263719000006/neu-20181231xexhibit21subs.htm
3118,3118,NOBLE ENERGY INC,10-K,72207,20190219,http://www.sec.gov/Archives/edgar/data/72207/0000072207-19-000018-index.htm,/Archives/edgar/data/72207/000007220719000018/nbl-20181231x10kxex211.htm
3119,3119,New Residential Investment Corp.,10-K,1556593,20190219,http://www.sec.gov/Archives/edgar/data/1556593/0001556593-19-000006-index.htm,/Archives/edgar/data/1556593/000155659319000006/nrz-20181231exhibit211.htm
3120,3120,"NexPoint Residential Trust, Inc.",10-K,1620393,20190219,http://www.sec.gov/Archives/edgar/data/1620393/0001564590-19-003281-index.htm,/Archives/edgar/data/1620393/000156459019003281/nxrt-ex211_385.htm
3121,3121,"NextEra Energy Partners, LP",10-K,1603145,20190219,http://www.sec.gov/Archives/edgar/data/1603145/0001603145-19-000014-index.htm,/Archives/edgar/data/1603145/000160314519000014/nep-12312018ex21.htm
3122,3122,Noble Midstream Partners LP,10-K,1647513,20190219,http://www.sec.gov/Archives/edgar/data/1647513/0001647513-19-000009-index.htm,/Archives/edgar/data/1647513/000164751319000009/nblx-20181231x10kxex211.htm
3123,3123,"OIL STATES INTERNATIONAL, INC",10-K,1121484,20190219,http://www.sec.gov/Archives/edgar/data/1121484/0001121484-19-000039-index.htm,/Archives/edgar/data/1121484/000112148419000039/ois20181231_ex211.htm
3124,3124,PENTAIR plc,10-K,77360,20190219,http://www.sec.gov/Archives/edgar/data/77360/0000077360-19-000006-index.htm,/Archives/edgar/data/77360/000007736019000006/ex21pentairplcsubsidiaries.htm
3125,3125,PIONEER ENERGY SERVICES CORP,10-K,320575,20190219,http://www.sec.gov/Archives/edgar/data/320575/0000320575-19-000006-index.htm,/Archives/edgar/data/320575/000032057519000006/exhibit211-subsidiariesq42.htm
3126,3126,POLYONE CORP,10-K,1122976,20190219,http://www.sec.gov/Archives/edgar/data/1122976/0001122976-19-000007-index.htm,/Archives/edgar/data/1122976/000112297619000007/pol_ex211x20181231.htm
3129,3129,"Q2 Holdings, Inc.",10-K,1410384,20190219,http://www.sec.gov/Archives/edgar/data/1410384/0001410384-19-000015-index.htm,/Archives/edgar/data/1410384/000141038419000015/a181231exhibit211listofsub.htm
3130,3130,"Recro Pharma, Inc.",10-K,1588972,20190219,http://www.sec.gov/Archives/edgar/data/1588972/0001564590-19-003187-index.htm,/Archives/edgar/data/1588972/000156459019003187/reph-ex211_12.htm
3131,3131,"Rexford Industrial Realty, Inc.",10-K,1571283,20190219,http://www.sec.gov/Archives/edgar/data/1571283/0001571283-19-000005-index.htm,/Archives/edgar/data/1571283/000157128319000005/rexr-q42018ex211.htm
3132,3132,SEALED AIR CORP/DE,10-K,1012100,20190219,http://www.sec.gov/Archives/edgar/data/1012100/0001628280-19-001538-index.htm,/Archives/edgar/data/1012100/000162828019001538/q42018exhibit21.htm
3134,3134,"Sage Therapeutics, Inc.",10-K,1597553,20190219,http://www.sec.gov/Archives/edgar/data/1597553/0001564590-19-003191-index.htm,/Archives/edgar/data/1597553/000156459019003191/sage-ex211_9.htm
3137,3137,TEVA PHARMACEUTICAL INDUSTRIES LTD,10-K,818686,20190219,http://www.sec.gov/Archives/edgar/data/818686/0001193125-19-043564-index.htm,/Archives/edgar/data/818686/000119312519043564/d613675dex21.htm
3138,3138,TRUSTMARK CORP,10-K,36146,20190219,http://www.sec.gov/Archives/edgar/data/36146/0001564590-19-003267-index.htm,/Archives/edgar/data/36146/000156459019003267/trmk-ex21_9.htm
3139,3139,"Tesla, Inc.",10-K,1318605,20190219,http://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-003165-index.htm,/Archives/edgar/data/1318605/000156459019003165/tsla-ex211_648.htm
3140,3140,Transocean Ltd.,10-K,1451505,20190219,http://www.sec.gov/Archives/edgar/data/1451505/0001451505-19-000025-index.htm,/Archives/edgar/data/1451505/000145150519000025/rig-20181231ex21c4e1bfd.htm
3141,3141,"TriState Capital Holdings, Inc.",10-K,1380846,20190219,http://www.sec.gov/Archives/edgar/data/1380846/0001380846-19-000010-index.htm,/Archives/edgar/data/1380846/000138084619000010/tsc-12312018x10kexhibit21.htm
3142,3142,Triton International Ltd,10-K,1660734,20190219,http://www.sec.gov/Archives/edgar/data/1660734/0001660734-19-000006-index.htm,/Archives/edgar/data/1660734/000166073419000006/exhibit211listofsubsidiari.htm
3143,3143,"UDR, Inc.",10-K,74208,20190219,http://www.sec.gov/Archives/edgar/data/74208/0000074208-19-000028-index.htm,/Archives/edgar/data/74208/000007420819000028/c208-20181231ex2109a498a.htm
3144,3144,UNITED DOMINION REALTY L P,10-K,1018254,20190219,http://www.sec.gov/Archives/edgar/data/1018254/0000074208-19-000028-index.htm,/Archives/edgar/data/74208/000007420819000028/c208-20181231ex2109a498a.htm
3145,3145,"USA Compression Partners, LP",10-K,1522727,20190219,http://www.sec.gov/Archives/edgar/data/1522727/0001558370-19-000738-index.htm,/Archives/edgar/data/1522727/000155837019000738/usac-20181231ex211542505.htm
3146,3146,Unum Group,10-K,5513,20190219,http://www.sec.gov/Archives/edgar/data/5513/0000005513-19-000004-index.htm,/Archives/edgar/data/5513/000000551319000004/unm123118ex21.htm
3149,3149,WASHINGTON REAL ESTATE INVESTMENT TRUST,10-K,104894,20190219,http://www.sec.gov/Archives/edgar/data/104894/0000104894-19-000023-index.htm,/Archives/edgar/data/104894/000010489419000023/q42018exhibit21-entities.htm
3150,3150,YRC Worldwide Inc.,10-K,716006,20190219,http://www.sec.gov/Archives/edgar/data/716006/0000716006-19-000004-index.htm,/Archives/edgar/data/716006/000071600619000004/yrcw-20181231xex211.htm
3151,3151,nVent Electric plc,10-K,1720635,20190219,http://www.sec.gov/Archives/edgar/data/1720635/0001720635-19-000008-index.htm,/Archives/edgar/data/1720635/000172063519000008/ex21nventplcsubsidiaries20.htm
3153,3153,BASSETT FURNITURE INDUSTRIES INC,10-K,10329,20190117,http://www.sec.gov/Archives/edgar/data/10329/0001437749-19-000960-index.htm,/Archives/edgar/data/10329/000143774919000960/ex_132882.htm
3156,3156,Aptinyx Inc.,10-K,1674365,20190321,http://www.sec.gov/Archives/edgar/data/1674365/0001558370-19-002351-index.htm,/Archives/edgar/data/1674365/000155837019002351/aptx-20181231ex211b9ef72.htm
3167,3167,"CNL Healthcare Properties, Inc.",10-K,1496454,20190321,http://www.sec.gov/Archives/edgar/data/1496454/0001564590-19-008800-index.htm,/Archives/edgar/data/1496454/000156459019008800/chp-ex211_47.htm
3183,3183,"Childrens Place, Inc.",10-K,1041859,20190321,http://www.sec.gov/Archives/edgar/data/1041859/0001628280-19-003243-index.htm,/Archives/edgar/data/1041859/000162828019003243/plce-ex211x222019.htm
3184,3184,Corporate Capital Trust II,10-K,1617896,20190321,http://www.sec.gov/Archives/edgar/data/1617896/0001193125-19-082323-index.htm,/Archives/edgar/data/1617896/000119312519082323/d682759dex211.htm
3186,3186,DOVER DOWNS GAMING & ENTERTAINMENT INC,10-K,1162556,20190321,http://www.sec.gov/Archives/edgar/data/1162556/0001104659-19-016566-index.htm,/Archives/edgar/data/1162556/000110465919016566/a19-30050_1ex21d1.htm
3190,3190,"EMMAUS LIFE SCIENCES, INC.",10-K,1420031,20190321,http://www.sec.gov/Archives/edgar/data/1420031/0001564590-19-008784-index.htm,/Archives/edgar/data/1420031/000156459019008784/emma-ex211_273.htm
3192,3192,"FS Credit Real Estate Income Trust, Inc.",10-K,1690536,20190321,http://www.sec.gov/Archives/edgar/data/1690536/0001193125-19-082139-index.htm,/Archives/edgar/data/1690536/000119312519082139/d688962dex211.htm
3193,3193,FS Energy & Power Fund,10-K,1501729,20190321,http://www.sec.gov/Archives/edgar/data/1501729/0001144204-19-015383-index.htm,/Archives/edgar/data/1501729/000114420419015383/tv516707_ex21-1.htm
3194,3194,"Farmers & Merchants Bancshares, Inc.",10-K,1698022,20190321,http://www.sec.gov/Archives/edgar/data/1698022/0001437749-19-005380-index.htm,/Archives/edgar/data/1698022/000143774919005380/ex_136427.htm
3197,3197,First Western Financial Inc,10-K,1327607,20190321,http://www.sec.gov/Archives/edgar/data/1327607/0001558370-19-002347-index.htm,/Archives/edgar/data/1327607/000155837019002347/myfw-20181231ex211a92a77.htm
3198,3198,"Fuse Medical, Inc.",10-K,319016,20190321,http://www.sec.gov/Archives/edgar/data/319016/0001564590-19-008819-index.htm,/Archives/edgar/data/319016/000156459019008819/fzmd-ex211_127.htm
3199,3199,"General Moly, Inc",10-K,1275229,20190321,http://www.sec.gov/Archives/edgar/data/1275229/0001558370-19-002331-index.htm,/Archives/edgar/data/1275229/000155837019002331/gmo-20181231ex21197974a.htm
3200,3200,"Griffin-American Healthcare REIT III, Inc.",10-K,1566912,20190321,http://www.sec.gov/Archives/edgar/data/1566912/0001566912-19-000017-index.htm,/Archives/edgar/data/1566912/000156691219000017/ex211-2018gahr310xk.htm
3204,3204,"Interpace Diagnostics Group, Inc.",10-K,1054102,20190321,http://www.sec.gov/Archives/edgar/data/1054102/0001493152-19-003733-index.htm,/Archives/edgar/data/1054102/000149315219003733/ex21-1.htm
3223,3223,"KLX Energy Services Holdings, Inc.",10-K,1738827,20190321,http://www.sec.gov/Archives/edgar/data/1738827/0001558370-19-002349-index.htm,/Archives/edgar/data/1738827/000155837019002349/klxe-20190131ex211213618.htm
3224,3224,LGL GROUP INC,10-K,61004,20190321,http://www.sec.gov/Archives/edgar/data/61004/0001564590-19-008815-index.htm,/Archives/edgar/data/61004/000156459019008815/lgl-ex211_9.htm
3228,3228,OHA Investment Corp,10-K,1297704,20190321,http://www.sec.gov/Archives/edgar/data/1297704/0001297704-19-000016-index.htm,/Archives/edgar/data/1297704/000129770419000016/subsidiaries2018.htm
3235,3235,SEMTECH CORP,10-K,88941,20190321,http://www.sec.gov/Archives/edgar/data/88941/0001628280-19-003241-index.htm,/Archives/edgar/data/88941/000162828019003241/smtc-01272019xex211.htm
3237,3237,"TSS, Inc.",10-K,1320760,20190321,http://www.sec.gov/Archives/edgar/data/1320760/0001437749-19-005421-index.htm,/Archives/edgar/data/1320760/000143774919005421/ex_135608.htm
3267,3267,"ALEXION PHARMACEUTICALS, INC.",10-K,899866,20190206,http://www.sec.gov/Archives/edgar/data/899866/0000899866-19-000010-index.htm,/Archives/edgar/data/899866/000089986619000010/alxnex21112312018.htm
3268,3268,BIOGEN INC.,10-K,875045,20190206,http://www.sec.gov/Archives/edgar/data/875045/0000875045-19-000006-index.htm,/Archives/edgar/data/875045/000087504519000006/biib-20181231xex21.htm
3269,3269,BTCS Inc.,10-K,1436229,20190206,http://www.sec.gov/Archives/edgar/data/1436229/0001493152-19-001464-index.htm,/Archives/edgar/data/1436229/000149315219001464/ex21-1.htm
3270,3270,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,10-K,925645,20190206,http://www.sec.gov/Archives/edgar/data/925645/0000925645-19-000006-index.htm,/Archives/edgar/data/925645/000092564519000006/ex210112312018.htm
3271,3271,COUSINS PROPERTIES INC,10-K,25232,20190206,http://www.sec.gov/Archives/edgar/data/25232/0000025232-19-000006-index.htm,/Archives/edgar/data/25232/000002523219000006/cuz-exhibit214q18.htm
3272,3272,CSX CORP,10-K,277948,20190206,http://www.sec.gov/Archives/edgar/data/277948/0000277948-19-000011-index.htm,/Archives/edgar/data/277948/000027794819000011/csx-12312018exhibit21subsi.htm
3273,3273,"CULLEN/FROST BANKERS, INC.",10-K,39263,20190206,http://www.sec.gov/Archives/edgar/data/39263/0000039263-19-000009-index.htm,/Archives/edgar/data/39263/000003926319000009/exhibit211-subsidiariesx10.htm
3274,3274,"ENSIGN GROUP, INC",10-K,1125376,20190206,http://www.sec.gov/Archives/edgar/data/1125376/0001125376-19-000016-index.htm,/Archives/edgar/data/1125376/000112537619000016/ensg123118ex211.htm
3275,3275,FASTENAL CO,10-K,815556,20190206,http://www.sec.gov/Archives/edgar/data/815556/0000815556-19-000015-index.htm,/Archives/edgar/data/815556/000081555619000015/fast1231201810-kexhibit21.htm
3276,3276,General Motors Co,10-K,1467858,20190206,http://www.sec.gov/Archives/edgar/data/1467858/0001467858-19-000033-index.htm,/Archives/edgar/data/1467858/000146785819000033/ex-21x12312018.htm
3278,3278,HEXCEL CORP /DE/,10-K,717605,20190206,http://www.sec.gov/Archives/edgar/data/717605/0001564590-19-002166-index.htm,/Archives/edgar/data/717605/000156459019002166/hxl-ex21_12.htm
3279,3279,Sensata Technologies Holding plc,10-K,1477294,20190206,http://www.sec.gov/Archives/edgar/data/1477294/0001477294-19-000011-index.htm,/Archives/edgar/data/1477294/000147729419000011/exhibit211_123118.htm
3280,3280,Snap Inc,10-K,1564408,20190206,http://www.sec.gov/Archives/edgar/data/1564408/0001564590-19-002053-index.htm,/Archives/edgar/data/1564408/000156459019002053/snap-ex211_706.htm
3281,3281,"Summit Materials, Inc.",10-K,1621563,20190206,http://www.sec.gov/Archives/edgar/data/1621563/0001628280-19-001027-index.htm,/Archives/edgar/data/1571371/000162828019001027/ex2110k2018.htm
3282,3282,"Summit Materials, LLC",10-K,1571371,20190206,http://www.sec.gov/Archives/edgar/data/1571371/0001628280-19-001027-index.htm,/Archives/edgar/data/1571371/000162828019001027/ex2110k2018.htm
3283,3283,Terreno Realty Corp,10-K,1476150,20190206,http://www.sec.gov/Archives/edgar/data/1476150/0001628280-19-001026-index.htm,/Archives/edgar/data/1476150/000162828019001026/trnoq42018exhibit21.htm
3285,3285,"Vaxart, Inc.",10-K,72444,20190206,http://www.sec.gov/Archives/edgar/data/72444/0001513162-19-000041-index.htm,/Archives/edgar/data/72444/000151316219000041/exhibit21_1.htm
3286,3286,3M CO,10-K,66740,20190207,http://www.sec.gov/Archives/edgar/data/66740/0001558370-19-000470-index.htm,/Archives/edgar/data/66740/000155837019000470/mmm-20181231ex21be02197.htm
3287,3287,ARROW ELECTRONICS INC,10-K,7536,20190207,http://www.sec.gov/Archives/edgar/data/7536/0001733391-19-000005-index.htm,/Archives/edgar/data/7536/000173339119000005/a201810kex21.htm
3289,3289,CNX Midstream Partners LP,10-K,1610418,20190207,http://www.sec.gov/Archives/edgar/data/1610418/0001610418-19-000022-index.htm,/Archives/edgar/data/1610418/000161041819000022/cnxmexhibit21112-31x2018.htm
3290,3290,CNX Resources Corp,10-K,1070412,20190207,http://www.sec.gov/Archives/edgar/data/1070412/0001070412-19-000024-index.htm,/Archives/edgar/data/1070412/000107041219000024/exhibit21subsidiaries1.htm
3291,3291,Celanese Corp,10-K,1306830,20190207,http://www.sec.gov/Archives/edgar/data/1306830/0001306830-19-000014-index.htm,/Archives/edgar/data/1306830/000130683019000014/ex211-10k123118.htm
3292,3292,DTE ENERGY CO,10-K,936340,20190207,http://www.sec.gov/Archives/edgar/data/936340/0000936340-19-000086-index.htm,/Archives/edgar/data/28385/000093634019000086/a20181231ex2114.htm
3293,3293,DTE Electric Co,10-K,28385,20190207,http://www.sec.gov/Archives/edgar/data/28385/0000936340-19-000086-index.htm,/Archives/edgar/data/28385/000093634019000086/a20181231ex2114.htm
3294,3294,ION GEOPHYSICAL CORP,10-K,866609,20190207,http://www.sec.gov/Archives/edgar/data/866609/0000866609-19-000033-index.htm,/Archives/edgar/data/866609/000086660919000033/ex211.htm
3295,3295,"Intercontinental Exchange, Inc.",10-K,1571949,20190207,http://www.sec.gov/Archives/edgar/data/1571949/0001571949-19-000003-index.htm,/Archives/edgar/data/1571949/000157194919000003/ice20181231ex211.htm
3296,3296,KIMBERLY CLARK CORP,10-K,55785,20190207,http://www.sec.gov/Archives/edgar/data/55785/0000055785-19-000013-index.htm,/Archives/edgar/data/55785/000005578519000013/kmb_10kx2018xexhibit21.htm
3297,3297,"LegacyTexas Financial Group, Inc.",10-K,1487052,20190207,http://www.sec.gov/Archives/edgar/data/1487052/0001487052-19-000013-index.htm,/Archives/edgar/data/1487052/000148705219000013/exhibit21020181231.htm
3298,3298,MASCO CORP /DE/,10-K,62996,20190207,http://www.sec.gov/Archives/edgar/data/62996/0000062996-19-000011-index.htm,/Archives/edgar/data/62996/000006299619000011/exhibit21123118.htm
3299,3299,PC CONNECTION INC,10-K,1050377,20190207,http://www.sec.gov/Archives/edgar/data/1050377/0001558370-19-000459-index.htm,/Archives/edgar/data/1050377/000155837019000459/pccc-20181231ex211fd5d46.htm
3300,3300,"PayPal Holdings, Inc.",10-K,1633917,20190207,http://www.sec.gov/Archives/edgar/data/1633917/0001633917-19-000043-index.htm,/Archives/edgar/data/1633917/000163391719000043/ex2101subsidiaries.htm
3301,3301,Philip Morris International Inc.,10-K,1413329,20190207,http://www.sec.gov/Archives/edgar/data/1413329/0001413329-19-000007-index.htm,/Archives/edgar/data/1413329/000141332919000007/pm-ex21_123118xq4.htm
3302,3302,REGENERON PHARMACEUTICALS INC,10-K,872589,20190207,http://www.sec.gov/Archives/edgar/data/872589/0001532176-19-000009-index.htm,/Archives/edgar/data/872589/000153217619000009/regn-ex_211x12312018x10k.htm
3303,3303,RENAISSANCERE HOLDINGS LTD,10-K,913144,20190207,http://www.sec.gov/Archives/edgar/data/913144/0000913144-19-000010-index.htm,/Archives/edgar/data/913144/000091314419000010/ex2112018.htm
3304,3304,SEATTLE GENETICS INC /WA,10-K,1060736,20190207,http://www.sec.gov/Archives/edgar/data/1060736/0001060736-19-000010-index.htm,/Archives/edgar/data/1060736/000106073619000010/exb211201810k.htm
3305,3305,STRYKER CORP,10-K,310764,20190207,http://www.sec.gov/Archives/edgar/data/310764/0000310764-19-000014-index.htm,/Archives/edgar/data/310764/000031076419000014/ex21i12311810k.htm
3306,3306,"T-Mobile US, Inc.",10-K,1283699,20190207,http://www.sec.gov/Archives/edgar/data/1283699/0001283699-19-000015-index.htm,/Archives/edgar/data/1283699/000128369919000015/tmus12312018ex211.htm
3307,3307,ULTRALIFE CORP,10-K,875657,20190207,http://www.sec.gov/Archives/edgar/data/875657/0001437749-19-001995-index.htm,/Archives/edgar/data/875657/000143774919001995/ex_133848.htm
3308,3308,UNITED TECHNOLOGIES CORP /DE/,10-K,101829,20190207,http://www.sec.gov/Archives/edgar/data/101829/0000101829-19-000007-index.htm,/Archives/edgar/data/101829/000010182919000007/a2018-12x3110xkexhibit21.htm
3309,3309,"Verb Technology Company, Inc.",10-K,1566610,20190207,http://www.sec.gov/Archives/edgar/data/1566610/0001493152-19-001508-index.htm,/Archives/edgar/data/1566610/000149315219001508/ex21-1.htm
3310,3310,WORLD WRESTLING ENTERTAINMENTINC,10-K,1091907,20190207,http://www.sec.gov/Archives/edgar/data/1091907/0001091907-19-000016-index.htm,/Archives/edgar/data/1091907/000109190719000016/wwe-20181231xex21_1.htm
3311,3311,"ACI WORLDWIDE, INC.",10-K,935036,20190301,http://www.sec.gov/Archives/edgar/data/935036/0001193125-19-058622-index.htm,/Archives/edgar/data/935036/000119312519058622/d675313dex2101.htm
3313,3313,"AEROHIVE NETWORKS, INC",10-K,1372414,20190301,http://www.sec.gov/Archives/edgar/data/1372414/0001372414-19-000010-index.htm,/Archives/edgar/data/1372414/000137241419000010/hive-ex211x20181231.htm
3314,3314,AGCO CORP /DE,10-K,880266,20190301,http://www.sec.gov/Archives/edgar/data/880266/0000880266-19-000009-index.htm,/Archives/edgar/data/880266/000088026619000009/agcoex211-201810k.htm
3315,3315,"AKCEA THERAPEUTICS, INC.",10-K,1662524,20190301,http://www.sec.gov/Archives/edgar/data/1662524/0001564590-19-005745-index.htm,/Archives/edgar/data/1662524/000156459019005745/akca-ex211_134.htm
3316,3316,AKORN INC,10-K,3116,20190301,http://www.sec.gov/Archives/edgar/data/3116/0001628280-19-002359-index.htm,/Archives/edgar/data/3116/000162828019002359/exhibit2112018-listingofsu.htm
3317,3317,ALAMO GROUP INC,10-K,897077,20190301,http://www.sec.gov/Archives/edgar/data/897077/0000897077-19-000012-index.htm,/Archives/edgar/data/897077/000089707719000012/a201810kex211.htm
3319,3319,AMAG PHARMACEUTICALS INC.,10-K,792977,20190301,http://www.sec.gov/Archives/edgar/data/792977/0000792977-19-000036-index.htm,/Archives/edgar/data/792977/000079297719000036/ex2112018.htm
3320,3320,"AMC ENTERTAINMENT HOLDINGS, INC.",10-K,1411579,20190301,http://www.sec.gov/Archives/edgar/data/1411579/0001411579-19-000013-index.htm,/Archives/edgar/data/1411579/000141157919000013/c579-20181231ex217c9fbd7.htm
3321,3321,AMC Networks Inc.,10-K,1514991,20190301,http://www.sec.gov/Archives/edgar/data/1514991/0001514991-19-000007-index.htm,/Archives/edgar/data/1514991/000151499119000007/amcx-12312018xex21.htm
